ano,clube,jogador,posicao,overall,jogos
2005,Fortaleza Esporte Clube,Alex Afonso,Atacante,67,14
2005,Fortaleza Esporte Clube,Marcos Denner,Atacante,62,18
2005,Fortaleza Esporte Clube,Ari,Atacante,55,3
2005,Fortaleza Esporte Clube,André Neles,Atacante,54,1
2005,Goiás EC,Harlei,Goleiro,72,42
2005,Goiás EC,Vítor,Lateral,59,13
2005,Goiás EC,André Dias,Zagueiro,66,32
2005,Goiás EC,Rogerio Correa,Zagueiro,59,14
2005,Goiás EC,Marcelo Silva,Volante,57,9
2005,Goiás EC,Rodrigo Tabata,Meia,74,39
2005,Goiás EC,Paulo Baier,Meia,71,32
2005,Goiás EC,Tiago Fraga,Meia,58,12
2005,Goiás EC,Válber,Meia,55,3
2005,Goiás EC,Souza,Atacante,81,33
2005,Goiás EC,Roni,Atacante,72,27
2005,Goiás EC,Dodô,Atacante,67,15
2005,Goiás EC,Michel Neves,Atacante,54,1
2005,Paraná Clube,Flávio,Goleiro,71,36
2005,Paraná Clube,Marcos Leandro,Goleiro,54,1
2005,Paraná Clube,Vicente,Lateral,64,31
2005,Paraná Clube,Edinho,Lateral,61,19
2005,Paraná Clube,Parral,Lateral,60,7
2005,Paraná Clube,Alex Ferreira,Lateral,55,4
2005,Paraná Clube,Marcos,Zagueiro,64,29
2005,Paraná Clube,João Paulo,Zagueiro,58,13
2005,Paraná Clube,Neguete,Zagueiro,58,6
2005,Paraná Clube,Beto,Volante,67,33
2005,Paraná Clube,Rafael Muçamba,Volante,65,30
2005,Paraná Clube,Pierre,Volante,58,13
2005,Paraná Clube,Xaves,Volante,55,2
2005,Paraná Clube,Thiago Neves,Meia,67,30
2005,Paraná Clube,Maicosuel,Meia,59,14
2005,Paraná Clube,Goiano,Meia,56,7
2005,Paraná Clube,Flavinho,Ponta,57,9
2005,Paraná Clube,Sandro Mendonça,Atacante,69,16
2005,Paraná Clube,Fernando Gaúcho,Atacante,63,12
2005,Paraná Clube,Renaldo,Atacante,61,6
2005,Paraná Clube,Wellington Paulista,Atacante,58,13
2005,Paysandu SC,Cláudio Roberto,Lateral,56,6
2005,Paysandu SC,Renatinho Carioca,Lateral,55,2
2005,Paysandu SC,João Carlos,Zagueiro,60,11
2005,Paysandu SC,Felipe Saad,Zagueiro,58,13
2005,Paysandu SC,Carlos Alberto,Volante,56,6
2005,Paysandu SC,Rafael Moura,Atacante,74,14
2005,Paysandu SC,Fabrício Ceará,Atacante,56,7
2005,Paysandu SC,Luiz Carlos,Atacante,55,2
2005,Paysandu SC,Anselmo,Atacante,55,4
2005,Santos FC,Saulo,Goleiro,64,24
2005,Santos FC,Kléber,Lateral,59,15
2005,Santos FC,Léo,Lateral,58,6
2005,Santos FC,Halisson,Zagueiro,63,22
2005,Santos FC,Rogério Conceição,Zagueiro,61,19
2005,Santos FC,Matheus Ferraz,Zagueiro,55,4
2005,Santos FC,Leonardo,Zagueiro,55,3
2005,Santos FC,Ricardinho,Meia,74,35
2005,Santos FC,Diogo Barcellos,Meia,62,11
2005,Santos FC,Rossini,Meia,55,3
2005,Santos FC,Tcheco,Meia,55,2
2005,Santos FC,Robinho,Ponta,84,11
2005,Santos FC,Wendel,Ponta,64,26
2005,Santos FC,Paulo César,Ponta,64,29
2005,Santos FC,Danilinho,Ponta,57,9
2005,Santos FC,Geilson,Atacante,75,22
2005,Santos FC,Cláudio Pitbull,Atacante,67,11
2005,Santos FC,Luizão,Atacante,56,5
2005,Sociedade Esportiva Palmeiras,Marcos,Goleiro,62,22
2005,Sociedade Esportiva Palmeiras,Sérgio,Goleiro,62,20
2005,Sociedade Esportiva Palmeiras,Baiano,Lateral,62,16
2005,Sociedade Esportiva Palmeiras,Fabiano,Lateral,62,21
2005,Sociedade Esportiva Palmeiras,Lúcio,Lateral,61,15
2005,Sociedade Esportiva Palmeiras,Daniel da Silva,Zagueiro,68,32
2005,Sociedade Esportiva Palmeiras,Carlos Gamarra,Zagueiro,65,30
2005,Sociedade Esportiva Palmeiras,Leonardo Silva,Zagueiro,60,17
2005,Sociedade Esportiva Palmeiras,Nen,Zagueiro,59,12
2005,Sociedade Esportiva Palmeiras,Roger Bernardo,Zagueiro,59,16
2005,Sociedade Esportiva Palmeiras,Corrêa,Volante,69,36
2005,Sociedade Esportiva Palmeiras,Marcinho Guerreiro,Volante,66,33
2005,Sociedade Esportiva Palmeiras,Alceu,Volante,60,19
2005,Sociedade Esportiva Palmeiras,Marcinho,Meia,78,38
2005,Sociedade Esportiva Palmeiras,Juninho Paulista,Meia,77,37
2005,Sociedade Esportiva Palmeiras,Reinaldo,Meia,60,11
2005,Sociedade Esportiva Palmeiras,Cristian,Meia,58,13
2005,Sociedade Esportiva Palmeiras,Bruno Ribeiro,Meia,55,4
2005,Sociedade Esportiva Palmeiras,Michael,Ponta,60,9
2005,Sociedade Esportiva Palmeiras,Washington,Atacante,77,32
2005,Sociedade Esportiva Palmeiras,Sergio Gioino,Atacante,71,31
2005,Sociedade Esportiva Palmeiras,Osmar,Atacante,63,4
2005,Sociedade Esportiva Palmeiras,Cláudio,Atacante,56,6
2005,Sport Club Corinthians Paulista,Fábio Costa,Goleiro,68,33
2005,Sport Club Corinthians Paulista,Marcelo,Goleiro,58,6
2005,Sport Club Corinthians Paulista,Gustavo Nery,Lateral,69,34
2005,Sport Club Corinthians Paulista,Eduardo Ratinho,Lateral,64,19
2005,Sport Club Corinthians Paulista,Coelho,Lateral,63,16
2005,Sport Club Corinthians Paulista,Betão,Zagueiro,67,37
2005,Sport Club Corinthians Paulista,Marinho,Zagueiro,64,27
2005,Sport Club Corinthians Paulista,Sebastián Domínguez,Zagueiro,59,11
2005,Sport Club Corinthians Paulista,Wescley,Zagueiro,59,11
2005,Sport Club Corinthians Paulista,Rosinei,Volante,71,33
2005,Sport Club Corinthians Paulista,Marcelo Mattos,Volante,69,35
2005,Sport Club Corinthians Paulista,Edson Sitta,Volante,63,22
2005,Sport Club Corinthians Paulista,Wendel,Volante,63,28
2005,Sport Club Corinthians Paulista,Bruno Octávio,Volante,60,17
2005,Sport Club Corinthians Paulista,Fabrício,Volante,59,15
2005,Sport Club Corinthians Paulista,Roger Flores,Meia,73,30
2005,Sport Club Corinthians Paulista,Carlos Alberto,Meia,72,30
2005,Sport Club Corinthians Paulista,Hugo,Meia,64,24
2005,Sport Club Corinthians Paulista,Dinélson,Meia,62,14
2005,Sport Club Corinthians Paulista,Carlos Tevez,Atacante,93,29
2005,Sport Club Corinthians Paulista,Nilmar,Atacante,70,20
2005,Sport Club Corinthians Paulista,Jô,Atacante,67,25
2005,Sport Club Corinthians Paulista,Bobô,Atacante,65,14
2005,Sport Club Internacional,Clemer,Goleiro,69,34
2005,Sport Club Internacional,Marcelo Boeck,Goleiro,58,5
2005,Sport Club Internacional,Élder Granja,Lateral,67,36
2005,Sport Club Internacional,Ceará,Lateral,58,13
2005,Sport Club Internacional,Índio,Zagueiro,63,24
2005,Sport Club Internacional,Vinícius,Zagueiro,62,20
2005,Sport Club Internacional,Wilson,Zagueiro,62,22
2005,Sport Club Internacional,Ediglê,Zagueiro,60,16
2005,Sport Club Internacional,Bolívar,Zagueiro,58,11
2005,Sport Club Internacional,Edinho,Volante,66,37
2005,Sport Club Internacional,Perdigão,Volante,62,25
2005,Sport Club Internacional,Tinga,Meia,69,34
2005,Sport Club Internacional,Alex,Meia,64,18
2005,Sport Club Internacional,Ricardinho,Meia,64,23
2005,Sport Club Internacional,Diego Gavilán,Meia,63,26
2005,Sport Club Internacional,Wellington,Meia,62,24
2005,Sport Club Internacional,Márcio Mossoró,Meia,61,18
2005,Sport Club Internacional,Jorge Wagner,Ponta,74,37
2005,Sport Club Internacional,Rafael Sóbis,Atacante,83,35
2005,Sport Club Internacional,Fernandão,Atacante,77,36
2005,Sport Club Internacional,Wason Rentería,Atacante,69,10
2005,Sport Club Internacional,Iarley,Atacante,68,13
2005,Sport Club Internacional,Gustavo Papa,Atacante,65,18
2005,São Paulo Futebol Clube,Cicinho,Lateral,75,27
2005,São Paulo Futebol Clube,Fábio Santos,Lateral,59,13
2005,São Paulo Futebol Clube,Diego Lugano,Zagueiro,70,27
2005,São Paulo Futebol Clube,Edcarlos,Zagueiro,65,29
2005,São Paulo Futebol Clube,Fabão,Zagueiro,63,24
2005,São Paulo Futebol Clube,Josué,Volante,66,31
2005,São Paulo Futebol Clube,Renan Teixeira,Volante,61,20
2005,São Paulo Futebol Clube,Alê,Volante,57,8
2005,São Paulo Futebol Clube,Denílson,Volante,57,10
2005,São Paulo Futebol Clube,Davi,Volante,55,4
2005,São Paulo Futebol Clube,Danilo,Meia,70,31
2005,São Paulo Futebol Clube,Hernanes,Meia,64,16
2005,São Paulo Futebol Clube,Thiago Ribeiro,Ponta,67,11
2005,São Paulo Futebol Clube,Luizão,Atacante,68,5
2005,São Paulo Futebol Clube,Roger Silva,Atacante,65,18
2005,São Paulo Futebol Clube,Diego Tardelli,Atacante,62,19
2006,AD São Caetano (SP),Anderson Lima,Lateral,67,25
2006,AD São Caetano (SP),Triguinho,Lateral,62,19
2006,AD São Caetano (SP),Alessandro,Lateral,59,14
2006,AD São Caetano (SP),Jonas,Lateral,59,6
2006,AD São Caetano (SP),Maurício Ramos,Zagueiro,56,6
2006,AD São Caetano (SP),Marabá,Volante,65,26
2006,AD São Caetano (SP),Rafael Muçamba,Volante,62,21
2006,AD São Caetano (SP),Élton,Meia,66,29
2006,AD São Caetano (SP),Dinélson,Meia,58,11
2006,AD São Caetano (SP),Fernando Gabriel,Meia,54,1
2006,AD São Caetano (SP),Gustavo Papa,Atacante,66,13
2006,AD São Caetano (SP),Diego Tardelli,Atacante,61,7
2006,AD São Caetano (SP),Igor Castro,Atacante,57,8
2006,Associação Atlética Ponte Preta,Aranha,Goleiro,60,8
2006,Associação Atlética Ponte Preta,Nei,Lateral,64,26
2006,Associação Atlética Ponte Preta,Régis,Zagueiro,63,20
2006,Associação Atlética Ponte Preta,Thiago Matias,Zagueiro,62,19
2006,Associação Atlética Ponte Preta,Rafael Santos,Zagueiro,62,19
2006,Associação Atlética Ponte Preta,Juliano Cavalheiro,Zagueiro,56,6
2006,Associação Atlética Ponte Preta,Ricardo Conceição,Volante,68,33
2006,Associação Atlética Ponte Preta,Thiago Carpini,Volante,58,12
2006,Associação Atlética Ponte Preta,Almir,Meia,68,26
2006,Associação Atlética Ponte Preta,Fábio Baiano,Ponta,58,12
2006,Associação Atlética Ponte Preta,Tuto,Atacante,76,31
2006,Associação Atlética Ponte Preta,Luís Mário,Atacante,66,23
2006,Associação Atlética Ponte Preta,Wanderley,Atacante,58,11
2006,Associação Atlética Ponte Preta,Marco Brito,Atacante,56,5
2006,Associação Atlética Ponte Preta,Ricardinho,Atacante,55,2
2006,Associação Atlética Ponte Preta,Daniel,Atacante,54,1
2006,Atlético Paranaense,Cléber,Goleiro,70,36
2006,Atlético Paranaense,Tiago Cardoso,Goleiro,54,1
2006,Atlético Paranaense,Jancarlos,Lateral,64,26
2006,Atlético Paranaense,Michel,Lateral,62,18
2006,Atlético Paranaense,Ivan,Lateral,60,15
2006,Atlético Paranaense,Danilo,Zagueiro,67,34
2006,Atlético Paranaense,João Leonardo,Zagueiro,64,27
2006,Atlético Paranaense,Alex Fraga,Zagueiro,58,12
2006,Atlético Paranaense,César,Zagueiro,57,7
2006,Atlético Paranaense,Paulo André,Zagueiro,57,9
2006,Atlético Paranaense,Alan Bahia,Volante,68,30
2006,Atlético Paranaense,Erandir,Volante,66,29
2006,Atlético Paranaense,Marcelo Silva,Volante,63,19
2006,Atlético Paranaense,David Ferreira,Meia,72,36
2006,Atlético Paranaense,Cristian,Meia,67,26
2006,Atlético Paranaense,William Fabro,Meia,65,13
2006,Atlético Paranaense,Válber,Meia,64,22
2006,Atlético Paranaense,Evandro,Meia,62,16
2006,Atlético Paranaense,Fabrício,Meia,60,15
2006,Atlético Paranaense,Pedro Oldoni,Atacante,78,15
2006,Atlético Paranaense,Marcos Aurélio,Atacante,76,21
2006,Atlético Paranaense,Denis Marques,Atacante,72,31
2006,Atlético Paranaense,Paulo Rink,Atacante,61,13
2006,Botafogo de Futebol e Regatas,Júlio César,Goleiro,61,2
2006,Botafogo de Futebol e Regatas,Max,Goleiro,59,12
2006,Botafogo de Futebol e Regatas,Jefferson Feijão,Lateral,54,1
2006,Botafogo de Futebol e Regatas,Juninho,Zagueiro,66,26
2006,Botafogo de Futebol e Regatas,Rafael Marques,Zagueiro,63,24
2006,Botafogo de Futebol e Regatas,Rafael Scheidt,Zagueiro,60,15
2006,Botafogo de Futebol e Regatas,Felipe Saad,Zagueiro,57,9
2006,Botafogo de Futebol e Regatas,Alê,Volante,58,11
2006,Botafogo de Futebol e Regatas,Thiago Xavier,Volante,58,11
2006,Botafogo de Futebol e Regatas,Leandro Carvalho,Volante,55,3
2006,Botafogo de Futebol e Regatas,Claiton,Meia,68,31
2006,Botafogo de Futebol e Regatas,Ruy Cabeção,Meia,62,23
2006,Botafogo de Futebol e Regatas,Lúcio Flávio,Meia,61,6
2006,Botafogo de Futebol e Regatas,Ataliba,Meia,60,15
2006,Botafogo de Futebol e Regatas,Sérgio Manoel,Meia,57,8
2006,Botafogo de Futebol e Regatas,Capixaba,Meia,55,2
2006,Botafogo de Futebol e Regatas,Dodô,Atacante,78,12
2006,Botafogo de Futebol e Regatas,Lima,Atacante,68,12
2006,CR Flamengo,Diego,Goleiro,66,20
2006,CR Flamengo,Egídio,Lateral,54,1
2006,CR Flamengo,Emerson,Zagueiro,54,1
2006,CR Flamengo,Renato Abreu,Meia,75,33
2006,CR Flamengo,Renato Augusto,Meia,66,24
2006,CR Flamengo,Vinícius Pacheco,Meia,64,18
2006,CR Flamengo,Jônatas,Meia,60,10
2006,CR Flamengo,Fellype Gabriel,Meia,56,6
2006,CR Flamengo,Sávio,Ponta,60,10
2006,CR Flamengo,Horacio Peralta,Atacante,64,8
2006,CR Flamengo,Luizão,Atacante,61,11
2006,CR Flamengo,Jajá,Atacante,59,5
2006,CR Flamengo,Marcelo Macedo,Atacante,55,2
2006,CR Flamengo,Diego Souza,Atacante,54,1
2006,CR Flamengo,Bruno Mezenga,Atacante,54,1
2006,Clube de Regatas Vasco da Gama,Cássio,Goleiro,71,36
2006,Clube de Regatas Vasco da Gama,Roberto Volpato,Goleiro,55,2
2006,Clube de Regatas Vasco da Gama,Jorge Luiz,Zagueiro,63,24
2006,Clube de Regatas Vasco da Gama,Emiliano Dudar,Zagueiro,57,8
2006,Clube de Regatas Vasco da Gama,Andrade,Volante,68,30
2006,Clube de Regatas Vasco da Gama,Ygor,Volante,68,33
2006,Clube de Regatas Vasco da Gama,Amaral,Volante,60,13
2006,Clube de Regatas Vasco da Gama,Alberoni,Volante,59,6
2006,Clube de Regatas Vasco da Gama,Coutinho,Volante,58,12
2006,Clube de Regatas Vasco da Gama,Morais,Meia,72,26
2006,Clube de Regatas Vasco da Gama,Ramon Menezes,Meia,71,27
2006,Clube de Regatas Vasco da Gama,Fábio Júnior,Atacante,64,10
2006,Clube de Regatas Vasco da Gama,Bruno Meneghel,Atacante,55,2
2006,Clube de Regatas Vasco da Gama,Valdir Papel,Atacante,55,2
2006,Clube de Regatas Vasco da Gama,Luiz Carlos,Atacante,54,1
2006,Cruzeiro Esporte Clube,Fábio,Goleiro,70,36
2006,Cruzeiro Esporte Clube,Lauro,Goleiro,55,2
2006,Cruzeiro Esporte Clube,Michel Gaúcho,Lateral,61,17
2006,Cruzeiro Esporte Clube,Jonathan,Lateral,60,14
2006,Cruzeiro Esporte Clube,Gladstone,Zagueiro,66,17
2006,Cruzeiro Esporte Clube,Luizão,Zagueiro,62,19
2006,Cruzeiro Esporte Clube,Thiago Heleno,Zagueiro,61,17
2006,Cruzeiro Esporte Clube,André Luis,Zagueiro,60,13
2006,Cruzeiro Esporte Clube,Aldo,Volante,55,3
2006,Cruzeiro Esporte Clube,Augusto Recife,Volante,54,1
2006,Cruzeiro Esporte Clube,Geovanni,Meia,63,12
2006,Cruzeiro Esporte Clube,Élson,Meia,62,19
2006,Cruzeiro Esporte Clube,Alecsandro,Atacante,73,10
2006,Cruzeiro Esporte Clube,Gil,Atacante,66,14
2006,Cruzeiro Esporte Clube,Ferreira,Atacante,64,9
2006,Cruzeiro Esporte Clube,Jonathas,Atacante,55,4
2006,Cruzeiro Esporte Clube,Araújo,Atacante,54,1
2006,Esporte Clube Juventude,André,Goleiro,71,38
2006,Esporte Clube Juventude,Bruno,Lateral,61,7
2006,Esporte Clube Juventude,Márcio Azevedo,Lateral,60,17
2006,Esporte Clube Juventude,Ernani,Lateral,55,2
2006,Esporte Clube Juventude,Igor,Zagueiro,65,29
2006,Esporte Clube Juventude,Fabrício Bento,Zagueiro,64,22
2006,Esporte Clube Juventude,Cássio,Zagueiro,54,1
2006,Esporte Clube Juventude,Renan Teixeira,Volante,65,29
2006,Esporte Clube Juventude,Lauro,Volante,64,27
2006,Esporte Clube Juventude,Walker,Volante,62,22
2006,Esporte Clube Juventude,Camazzola,Volante,55,4
2006,Esporte Clube Juventude,Ederson Tormena,Volante,55,3
2006,Esporte Clube Juventude,Wellington Monteiro,Volante,54,1
2006,Esporte Clube Juventude,Wellington,Meia,67,32
2006,Esporte Clube Juventude,Ivo,Meia,56,6
2006,Esporte Clube Juventude,Cristiano,Ponta,65,13
2006,Esporte Clube Juventude,Zé Rodolpho,Ponta,56,5
2006,Esporte Clube Juventude,Josiel,Atacante,54,1
2006,Figueirense Futebol Clube,Andrey,Goleiro,71,37
2006,Figueirense Futebol Clube,Dalton,Goleiro,67,2
2006,Figueirense Futebol Clube,Fininho,Lateral,60,15
2006,Figueirense Futebol Clube,Edson Henrique,Zagueiro,60,16
2006,Figueirense Futebol Clube,Paulão,Zagueiro,55,4
2006,Figueirense Futebol Clube,Cícero,Meia,76,34
2006,Figueirense Futebol Clube,Carlos Alberto,Meia,67,32
2006,Figueirense Futebol Clube,Diego Barcellos,Meia,65,13
2006,Figueirense Futebol Clube,Rodrigo Paulista,Meia,57,8
2006,Figueirense Futebol Clube,Schwenck,Atacante,79,35
2006,Figueirense Futebol Clube,Thiago Silvy,Atacante,61,12
2006,Fluminense Football Club,Fernando Henrique,Goleiro,64,22
2006,Fluminense Football Club,Diego,Goleiro,59,10
2006,Fluminense Football Club,Marcelo,Lateral,74,28
2006,Fluminense Football Club,Ulisses,Lateral,55,2
2006,Fluminense Football Club,Thiago Silva,Zagueiro,70,31
2006,Fluminense Football Club,Marcão,Volante,66,31
2006,Fluminense Football Club,Arouca,Volante,61,20
2006,Fluminense Football Club,Radamés,Volante,59,13
2006,Fluminense Football Club,Dejan Petkovic,Meia,72,19
2006,Fluminense Football Club,Juliano Mineiro,Meia,67,21
2006,Fluminense Football Club,André Moritz,Meia,60,7
2006,Fluminense Football Club,Juninho Arcanjo,Meia,56,5
2006,Fluminense Football Club,Tuta,Atacante,77,32
2006,Fluminense Football Club,Cláudio Pitbull,Atacante,69,23
2006,Fortaleza Esporte Clube,Albérico,Goleiro,62,16
2006,Fortaleza Esporte Clube,Édson Bastos,Goleiro,62,13
2006,Fortaleza Esporte Clube,Patrick,Lateral,57,7
2006,Fortaleza Esporte Clube,Leandro Smith,Lateral,54,1
2006,Fortaleza Esporte Clube,Alan,Zagueiro,66,30
2006,Fortaleza Esporte Clube,Dezinho,Zagueiro,62,22
2006,Fortaleza Esporte Clube,Wendel,Volante,62,20
2006,Fortaleza Esporte Clube,Bileu,Volante,55,3
2006,Fortaleza Esporte Clube,Eusébio,Volante,55,3
2006,Fortaleza Esporte Clube,Lúcio,Meia,68,19
2006,Fortaleza Esporte Clube,Igor Cearense,Meia,55,3
2006,Fortaleza Esporte Clube,Osvaldo,Ponta,55,3
2006,Fortaleza Esporte Clube,Nunes,Atacante,61,8
2006,Fortaleza Esporte Clube,Michael Nascimento,Atacante,57,8
2006,Fortaleza Esporte Clube,Osmar,Atacante,56,5
2006,Fortaleza Esporte Clube,Wanderson,Atacante,56,6
2006,Goiás EC,Harlei,Goleiro,70,36
2006,Goiás EC,Vítor,Lateral,68,34
2006,Goiás EC,Rogerio Correa,Zagueiro,61,15
2006,Goiás EC,Ernando,Zagueiro,55,2
2006,Goiás EC,Amaral,Volante,56,5
2006,Goiás EC,Souza,Atacante,82,30
2006,Goiás EC,Welliton,Atacante,75,29
2006,Goiás EC,Roni,Atacante,64,9
2006,Goiás EC,León Muñoz,Atacante,57,8
2006,Grêmio Foot-Ball Porto Alegrense,Cássio,Goleiro,66,1
2006,Grêmio Foot-Ball Porto Alegrense,Galatto,Goleiro,64,19
2006,Grêmio Foot-Ball Porto Alegrense,Bruno Teles,Lateral,60,12
2006,Grêmio Foot-Ball Porto Alegrense,Evaldo,Zagueiro,65,26
2006,Grêmio Foot-Ball Porto Alegrense,Pereira,Zagueiro,59,11
2006,Grêmio Foot-Ball Porto Alegrense,Lucas Leiva,Volante,71,32
2006,Grêmio Foot-Ball Porto Alegrense,Ramón,Meia,72,30
2006,Grêmio Foot-Ball Porto Alegrense,Hugo,Meia,72,28
2006,Grêmio Foot-Ball Porto Alegrense,Tcheco,Meia,70,29
2006,Grêmio Foot-Ball Porto Alegrense,Marcelo Costa,Meia,61,6
2006,Grêmio Foot-Ball Porto Alegrense,Paulo Ramos,Meia,57,7
2006,Grêmio Foot-Ball Porto Alegrense,Willian Leandro,Meia,54,0
2006,Grêmio Foot-Ball Porto Alegrense,Rafinha,Ponta,67,22
2006,Grêmio Foot-Ball Porto Alegrense,Rômulo Antoneli,Atacante,76,27
2006,Grêmio Foot-Ball Porto Alegrense,Pedro Júnior,Atacante,58,10
2006,Grêmio Foot-Ball Porto Alegrense,Aloísio,Atacante,56,5
2006,Paraná Clube,Flávio,Goleiro,71,34
2006,Paraná Clube,Marcos Leandro,Goleiro,60,6
2006,Paraná Clube,Ângelo,Lateral,64,17
2006,Paraná Clube,Edinho,Lateral,63,24
2006,Paraná Clube,Peter,Lateral,61,16
2006,Paraná Clube,Eltinho,Lateral,61,13
2006,Paraná Clube,Gustavo,Zagueiro,67,34
2006,Paraná Clube,Émerson,Zagueiro,65,25
2006,Paraná Clube,Dubinha,Zagueiro,64,23
2006,Paraná Clube,Neguete,Zagueiro,61,19
2006,Paraná Clube,João Paulo,Zagueiro,59,9
2006,Paraná Clube,Beto,Volante,64,26
2006,Paraná Clube,Pierre,Volante,62,21
2006,Paraná Clube,Serginho,Volante,58,10
2006,Paraná Clube,Maicosuel,Meia,69,31
2006,Paraná Clube,Batista,Meia,69,32
2006,Paraná Clube,Gerson Ramos,Meia,61,20
2006,Paraná Clube,Goiano,Meia,58,10
2006,Paraná Clube,Henrique Dias,Ponta,61,14
2006,Paraná Clube,Cristiano,Atacante,74,30
2006,Paraná Clube,Sandro Mendonça,Atacante,72,30
2006,Paraná Clube,Leonardo,Atacante,71,27
2006,Paraná Clube,Joelson,Atacante,62,15
2006,Santa Cruz FC (PE),Anderson,Goleiro,57,8
2006,Santa Cruz FC (PE),Juninho,Goleiro,55,2
2006,Santa Cruz FC (PE),Augusto Recife,Volante,62,22
2006,Santa Cruz FC (PE),Jorge Henrique,Meia,63,16
2006,Santa Cruz FC (PE),Bruno Lança,Meia,62,16
2006,Santa Cruz FC (PE),Rosembrick,Meia,61,6
2006,Santa Cruz FC (PE),Thiago Gentil,Meia,55,3
2006,Santa Cruz FC (PE),Nenê,Atacante,74,30
2006,Santa Cruz FC (PE),Márcio Mixirica,Atacante,67,21
2006,Santa Cruz FC (PE),Fabrício Ceará,Atacante,61,8
2006,Santa Cruz FC (PE),Paulinho,Atacante,54,1
2006,Santos FC,Fábio Costa,Goleiro,70,31
2006,Santos FC,Felipe Garcia,Goleiro,61,8
2006,Santos FC,Kléber,Lateral,69,34
2006,Santos FC,Domingos,Zagueiro,63,21
2006,Santos FC,Ronaldo,Zagueiro,62,22
2006,Santos FC,Rodrigo Tabata,Meia,73,36
2006,Santos FC,Cléber Santana,Meia,67,29
2006,Santos FC,André Luiz,Meia,59,13
2006,Santos FC,Wendel,Ponta,64,18
2006,Santos FC,Zé Roberto,Ponta,63,12
2006,Santos FC,Wellington Paulista,Atacante,74,30
2006,Santos FC,Rodrigo Tiuí,Atacante,70,29
2006,Santos FC,Jonas,Atacante,62,16
2006,Santos FC,Geilson,Atacante,55,4
2006,Santos FC,Galvão,Atacante,54,1
2006,Santos FC,Gilmar,Atacante,54,1
2006,Sociedade Esportiva Palmeiras,Diego Cavalieri,Goleiro,65,24
2006,Sociedade Esportiva Palmeiras,Sérgio,Goleiro,58,12
2006,Sociedade Esportiva Palmeiras,Wendel,Lateral,65,29
2006,Sociedade Esportiva Palmeiras,Márcio Careca,Lateral,60,12
2006,Sociedade Esportiva Palmeiras,Chiquinho,Lateral,58,11
2006,Sociedade Esportiva Palmeiras,Amaral,Lateral,58,10
2006,Sociedade Esportiva Palmeiras,Nen,Zagueiro,65,25
2006,Sociedade Esportiva Palmeiras,Dininho,Zagueiro,62,16
2006,Sociedade Esportiva Palmeiras,Thiago Gomes,Zagueiro,60,13
2006,Sociedade Esportiva Palmeiras,Daniel da Silva,Zagueiro,60,10
2006,Sociedade Esportiva Palmeiras,Francis,Volante,66,30
2006,Sociedade Esportiva Palmeiras,Alceu,Volante,64,24
2006,Sociedade Esportiva Palmeiras,Marcinho Guerreiro,Volante,61,19
2006,Sociedade Esportiva Palmeiras,Paulo Baier,Meia,80,31
2006,Sociedade Esportiva Palmeiras,Juninho Paulista,Meia,73,26
2006,Sociedade Esportiva Palmeiras,Marcinho,Meia,67,24
2006,Sociedade Esportiva Palmeiras,Jorge Valdivia,Meia,60,15
2006,Sociedade Esportiva Palmeiras,Marcelo Costa,Meia,58,11
2006,Sociedade Esportiva Palmeiras,Michael,Ponta,66,25
2006,Sociedade Esportiva Palmeiras,Ilsinho,Ponta,56,5
2006,Sociedade Esportiva Palmeiras,Edmundo,Atacante,75,29
2006,Sociedade Esportiva Palmeiras,Enílton,Atacante,73,26
2006,Sociedade Esportiva Palmeiras,Roger Silva,Atacante,64,16
2006,Sport Club Corinthians Paulista,Marcelo,Goleiro,68,22
2006,Sport Club Corinthians Paulista,Gustavo Nery,Lateral,60,16
2006,Sport Club Corinthians Paulista,Eduardo Ratinho,Lateral,60,17
2006,Sport Club Corinthians Paulista,Rubens Júnior,Lateral,58,12
2006,Sport Club Corinthians Paulista,Coelho,Lateral,57,9
2006,Sport Club Corinthians Paulista,Betão,Zagueiro,65,29
2006,Sport Club Corinthians Paulista,Marcus Vinícius,Zagueiro,63,22
2006,Sport Club Corinthians Paulista,Marinho,Zagueiro,62,21
2006,Sport Club Corinthians Paulista,Marquinhos,Zagueiro,59,9
2006,Sport Club Corinthians Paulista,Sebastián Domínguez,Zagueiro,58,11
2006,Sport Club Corinthians Paulista,Marcelo Mattos,Volante,67,29
2006,Sport Club Corinthians Paulista,Javier Mascherano,Volante,66,10
2006,Sport Club Corinthians Paulista,Rosinei,Volante,65,29
2006,Sport Club Corinthians Paulista,Edson Sitta,Volante,61,12
2006,Sport Club Corinthians Paulista,Paulo Almeida,Volante,58,11
2006,Sport Club Corinthians Paulista,Roger Flores,Meia,68,28
2006,Sport Club Corinthians Paulista,Carlos Alberto,Meia,65,17
2006,Sport Club Corinthians Paulista,Ramón,Meia,61,12
2006,Sport Club Corinthians Paulista,César,Ponta,61,13
2006,Sport Club Corinthians Paulista,Willian,Ponta,56,5
2006,Sport Club Corinthians Paulista,Carlos Tevez,Atacante,83,9
2006,Sport Club Corinthians Paulista,Rafael Moura,Atacante,72,29
2006,Sport Club Corinthians Paulista,Nilmar,Atacante,61,11
2006,Sport Club Internacional,Renan Soares,Goleiro,68,14
2006,Sport Club Internacional,Clemer,Goleiro,65,22
